-5,575,30,30
-3,574,30,30
-1,572,30,30
1,570,30,30
3,569,30,30
5,568,30,30
7,566,30,30
9,564,30,30
11,563,30,30
13,562,30,30
15,560,30,30
17,558,30,30
19,557,30,30
21,556,30,30
23,554,30,30
25,552,30,30
27,551,30,30
29,550,30,30
31,548,30,30
33,546,30,30
35,545,30,30
37,544,30,30
39,542,30,30
41,540,30,30
43,539,30,30
45,538,30,30
47,536,30,30
49,534,30,30
51,533,30,30
53,532,30,30
55,530,30,30
57,528,30,30
59,527,30,30
61,526,30,30
63,524,30,30
65,522,30,30
67,521,30,30
69,520,30,30
71,518,30,30
73,516,30,30
75,515,30,30
77,514,30,30
79,512,30,30
81,510,30,30
83,509,30,30
85,508,30,30
87,506,30,30
89,504,30,30
91,503,30,30
93,502,30,30
95,500,30,30
97,498,30,30
99,497,30,30
101,496,30,30
103,494,30,30
105,492,30,30
107,491,30,30
109,490,30,30
111,488,30,30
113,486,30,30
115,485,30,30
117,484,30,30
119,482,30,30
121,480,30,30
123,479,30,30
125,478,30,30
127,476,30,30
129,474,30,30
131,473,30,30
133,472,30,30
135,470,30,30
137,468,30,30
139,467,30,30
141,466,30,30
143,464,30,30
145,462,30,30
147,461,30,30
149,460,30,30
151,458,30,30
153,456,30,30
155,455,30,30
157,454,30,30
159,452,30,30
161,450,30,30
163,449,30,30
165,448,30,30
167,446,30,30
169,444,30,30
171,443,30,30
173,442,30,30
175,440,30,30
177,438,30,30
179,437,30,30
181,436,30,30
183,434,30,30
185,432,30,30
187,431,30,30
189,430,30,30
191,428,30,30
193,426,30,30
195,425,30,30
197,424,30,30
199,422,30,30
201,420,30,30
203,419,30,30
205,418,30,30
207,416,30,30
209,414,30,30
211,413,30,30
213,412,30,30
215,410,30,30
217,408,30,30
219,407,30,30
221,406,30,30
223,404,30,30
225,402,30,30
227,401,30,30
229,400,30,30
231,398,30,30
233,396,30,30
235,395,30,30
237,394,30,30
239,392,30,30
241,390,30,30
243,389,30,30
245,388,30,30
247,386,30,30
249,384,30,30
251,383,30,30
253,382,30,30
255,380,30,30
257,378,30,30
259,377,30,30
261,376,30,30
263,374,30,30
265,372,30,30
267,371,30,30
269,370,30,30
271,368,30,30
273,366,30,30
275,365,30,30
277,364,30,30
279,362,30,30
281,360,30,30
283,359,30,30
285,358,30,30
287,356,30,30
289,354,30,30
291,353,30,30
293,352,30,30
295,350,30,30
297,348,30,30
299,347,30,30
301,346,30,30
303,344,30,30
305,342,30,30
307,341,30,30
309,340,30,30
311,338,30,30
313,336,30,30
315,335,30,30
317,334,30,30
319,332,30,30
321,330,30,30
323,329,30,30
325,328,30,30
327,326,30,30
329,324,30,30
331,323,30,30
333,322,30,30
335,320,30,30
337,318,30,30
339,317,30,30
341,316,30,30
343,314,30,30
345,312,30,30
347,311,30,30
349,310,30,30
351,308,30,30
353,306,30,30
355,305,30,30
357,304,30,30
359,302,30,30
361,300,30,30
363,299,30,30
365,298,30,30
367,296,30,30
369,294,30,30
371,293,30,30
373,292,30,30
375,290,30,30
377,288,30,30
379,287,30,30
381,286,30,30
383,284,30,30
385,282,30,30
387,281,30,30
389,280,30,30
391,278,30,30
393,276,30,30
395,275,30,30
397,274,30,30
399,272,30,30
401,270,30,30
403,269,30,30
405,268,30,30
407,266,30,30
409,264,30,30
411,263,30,30
413,262,30,30
415,260,30,30
417,258,30,30
419,257,30,30
421,256,30,30
423,254,30,30
425,252,30,30
427,251,30,30
429,250,30,30
431,248,30,30
433,246,30,30
435,245,30,30
437,244,30,30
439,242,30,30
441,240,30,30
443,239,30,30
445,238,30,30
447,236,30,30
449,234,30,30
451,233,30,30
453,232,30,30
455,230,30,30
457,228,30,30
459,227,30,30
461,226,30,30
463,224,30,30
465,222,30,30
467,221,30,30
469,220,30,30
471,218,30,30
473,216,30,30
475,215,30,30
477,214,30,30
479,212,30,30
481,210,30,30
483,209,30,30
485,208,30,30
487,206,30,30
489,204,30,30
491,203,30,30
493,202,30,30
495,200,30,30
497,198,30,30
499,197,30,30
501,196,30,30
503,194,30,30
505,192,30,30
507,191,30,30
509,190,30,30
511,188,30,30
513,186,30,30
515,185,30,30
517,184,30,30
519,182,30,30
521,180,30,30
523,179,30,30
525,178,30,30
527,176,30,30
529,174,30,30
531,173,30,30
533,172,30,30
535,170,30,30
537,168,30,30
539,167,30,30
541,166,30,30
543,164,30,30
545,162,30,30
547,161,30,30
549,160,30,30
551,158,30,30
553,156,30,30
555,155,30,30
557,154,30,30
559,152,30,30
561,150,30,30
563,149,30,30
565,148,30,30
567,146,30,30
569,144,30,30
571,143,30,30
573,142,30,30
575,140,30,30
577,138,30,30
579,137,30,30
581,136,30,30
583,134,30,30
585,132,30,30
587,131,30,30
589,130,30,30
591,128,30,30
593,126,30,30
595,125,30,30
597,124,30,30
599,122,30,30
601,120,30,30
603,119,30,30
605,118,30,30
607,116,30,30
609,114,30,30
611,113,30,30
613,112,30,30
615,110,30,30
617,108,30,30
619,107,30,30
621,106,30,30
623,104,30,30
625,102,30,30
627,101,30,30
629,100,30,30
631,98,30,30
633,96,30,30
635,95,30,30
637,94,30,30
639,92,30,30
641,90,30,30
643,89,30,30
645,88,30,30
647,86,30,30
649,84,30,30
651,83,30,30
653,82,30,30
655,80,30,30
657,78,30,30
659,77,30,30
661,76,30,30
663,74,30,30
665,72,30,30
667,71,30,30
669,70,30,30
671,68,30,30
673,66,30,30
675,65,30,30
677,64,30,30
679,62,30,30
681,60,30,30
683,59,30,30
685,58,30,30
687,56,30,30
689,54,30,30
691,53,30,30
693,52,30,30
695,50,30,30
697,48,30,30
699,47,30,30
701,46,30,30
703,44,30,30
705,42,30,30
707,41,30,30
709,40,30,30
711,38,30,30
713,36,30,30
715,35,30,30
717,34,30,30
719,32,30,30
721,30,30,30
723,29,30,30
725,28,30,30
727,26,30,30
729,24,30,30
731,23,30,30
733,22,30,30
735,20,30,30
737,18,30,30
739,17,30,30
741,16,30,30
743,14,30,30
745,12,30,30
747,11,30,30
749,10,30,30
751,8,30,30
753,6,30,30
755,5,30,30
757,4,30,30
759,2,30,30
761,0,30,30
763,-1,30,30
765,-2,30,30
767,-4,30,30
769,-6,30,30
771,-7,30,30
773,-8,30,30
775,-10,30,30
777,-12,30,30
779,-13,30,30
781,-14,30,30
